Gene_name,Pathway,E18_Vs_LU3,E18_Vs_LU4,LI1_Vs_LU3,LI1_Vs_LU4,LI2_Vs_LU3,LI2_Vs_LU4,LI3_Vs_LU3,LI3_Vs_LU4,cLTMR1,cLTMR2,NF1,NF2,NF3,NP,PEP1,PEP2,SST,Z.2days,Z.4days,Z.7days,Z.12days,NRGcs_2d,T5RGCs_2d,TRGCs_2d,Cartpt_2d,Alpha_RGCS_7D,Cartpt_RGCS_7D,F_RGCS_7d,T_RGCS_7d,ipRGCs_7D,T5_RGCS_7d
Tubb2b,axonogenesis,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
Tubb2b,axon development,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
Tubb2b,neuron development,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
Tubb2b,structural constituent of cytoskeleton,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
Tubb2b,generation of neurons,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
Tubb2b,nervous system development,3.768945769,3.774358706,0,0,0,0,0,0,0.972463669,2.182160805,1.361411845,2.731342145,0.751651517,0.919195698,0.671782878,1.679795165,0.892539523,-0.194997441,0.285540167,0.888424822,0.706942534,0,0,0,0,-0.405847533,-0.336660178,0.428989194,-0.350991537,0,0
Tubb3,axonogenesis,2.008487085,2.265565871,0,0,0,0,0,0,1.302104996,2.315194683,0.019314305,0.665864636,0.575407484,0.88047681,0.472479738,1.477843973,0.807216236,,,,,0.343381398,0,0,0,0,0,1.117272182,0,0,0
Tubb3,nervous system development,2.008487085,2.265565871,0,0,0,0,0,0,1.302104996,2.315194683,0.019314305,0.665864636,0.575407484,0.88047681,0.472479738,1.477843973,0.807216236,,,,,0.343381398,0,0,0,0,0,1.117272182,0,0,0
Tubb3,axon development,2.008487085,2.265565871,0,0,0,0,0,0,1.302104996,2.315194683,0.019314305,0.665864636,0.575407484,0.88047681,0.472479738,1.477843973,0.807216236,,,,,0.343381398,0,0,0,0,0,1.117272182,0,0,0
Tubb3,generation of neurons,2.008487085,2.265565871,0,0,0,0,0,0,1.302104996,2.315194683,0.019314305,0.665864636,0.575407484,0.88047681,0.472479738,1.477843973,0.807216236,,,,,0.343381398,0,0,0,0,0,1.117272182,0,0,0
Tubb3,neuron differentiation,2.008487085,2.265565871,0,0,0,0,0,0,1.302104996,2.315194683,0.019314305,0.665864636,0.575407484,0.88047681,0.472479738,1.477843973,0.807216236,,,,,0.343381398,0,0,0,0,0,1.117272182,0,0,0
Tubb3,neuron development,2.008487085,2.265565871,0,0,0,0,0,0,1.302104996,2.315194683,0.019314305,0.665864636,0.575407484,0.88047681,0.472479738,1.477843973,0.807216236,,,,,0.343381398,0,0,0,0,0,1.117272182,0,0,0
Tubb3,neuron projection development,2.008487085,2.265565871,0,0,0,0,0,0,1.302104996,2.315194683,0.019314305,0.665864636,0.575407484,0.88047681,0.472479738,1.477843973,0.807216236,,,,,0.343381398,0,0,0,0,0,1.117272182,0,0,0
Tubb3,structural constituent of cytoskeleton,2.008487085,2.265565871,0,0,0,0,0,0,1.302104996,2.315194683,0.019314305,0.665864636,0.575407484,0.88047681,0.472479738,1.477843973,0.807216236,,,,,0.343381398,0,0,0,0,0,1.117272182,0,0,0
Tubb3,neurogenesis,2.008487085,2.265565871,0,0,0,0,0,0,1.302104996,2.315194683,0.019314305,0.665864636,0.575407484,0.88047681,0.472479738,1.477843973,0.807216236,,,,,0.343381398,0,0,0,0,0,1.117272182,0,0,0
Tubb5,structural constituent of cytoskeleton,2.597424368,2.660321329,0,0,0,0,0,0,0.684721156,1.803209131,0.499411801,1.161096742,0.468579374,0.712317126,0.607217992,1.017814205,0.698244298,2.169554793,3.899556169,4.316772272,3.57490014,0,0,0,0.291800268,0,0,1.047105686,0,0,0
